alpha,beta,gamma,discriminant,is_hyperbolic,is_positive_on_grid
5.819220421812773894e-03,1.816859858404734629e-01,1.951110681293306282e-01,2.846822020210510937e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.091232758897534752e-02,-1.753541884605820944e-01,3.427113228568442471e-01,-1.162692731173811320e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.505338305007938748e-02,-1.814029378871398479e-02,1.344109050286131091e-01,-2.389359370270693547e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.552302704754488033e-02,4.883205387677103104e-02,3.710389964750578917e-01,-8.002026346209031860e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.940437031545052093e-02,3.521494176038056367e-02,4.179402860818715038e-01,-6.463460308687458966e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.544174149011812242e-02,-4.406489197686389025e-02,2.438753794260651864e-01,-5.214178826284482371e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.255796381015761382e-02,1.879093287720631222e-01,1.800221779591999471e-01,-2.536480617254227576e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.699785802874933735e-02,1.254745695817084394e-01,4.022834616966698973e-01,-1.160796106522027360e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.263700869060335824e-02,-1.210734548603180361e-01,3.657285259208861716e-01,-6.234464091738349534e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.519135650041895824e-02,6.658860261418969584e-02,3.821190038045898518e-01,-6.463986250796220634e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.028259096644103102e-02,-1.977617351103283516e-02,3.480539504591820821e-01,-2.784664660693160487e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.883739542509054482e-02,5.693208726692272625e-02,1.217871566057614902e-01,-2.054980753884350086e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.258719420640550757e-02,4.610088764533221140e-02,3.555622287711289742e-01,-7.266678806571143234e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.146908426006014989e-02,1.222095340793020180e-01,2.848428246385841245e-01,-9.526088192277119837e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.398731462166633410e-02,1.809254041587187167e-01,3.162470059395807720e-01,-1.025954408611834401e-02,0.000000000000000000e+00,1.000000000000000000e+00
8.931774364286829831e-03,6.361951063106680015e-02,3.579584663748215934e-01,-8.741374880847821438e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.707811255830818775e-02,2.415957991971096064e-02,1.427545453245079310e-01,-2.058859109711195026e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.808485197962896723e-02,-6.447695142651142797e-02,4.081935972479910357e-01,-2.537120587579208553e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.707300053570066117e-02,1.478102299397147656e-01,3.577662303076298844e-01,-4.551665572887531735e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.454973998964714105e-02,2.109196413420408311e-01,4.018940872779993567e-01,2.109727721076935444e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.220082409379217983e-02,-5.007990349746221925e-02,4.216541212756366730e-01,-3.493627916513657172e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.796096223453683222e-03,-4.166770136450989592e-02,3.782432514619864516e-01,-7.033139788380665322e-03,0.000000000000000000e+00,1.000000000000000000e+00
6.790355688362415335e-03,-6.744476214371566969e-02,4.386589940900736950e-01,-7.365806442461085048e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.231860129874372656e-02,2.139022208854346463e-01,2.142975918947301051e-01,1.805096637281456556e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.075718939346169106e-02,-1.330153713940936400e-01,4.203737322035147606e-01,-3.402496896257073411e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.202296775908627546e-02,9.005045688851998076e-02,2.600106969697673076e-01,-4.395316120909060348e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.916593777002380955e-02,5.032929982041337014e-02,3.213451829763493972e-01,-2.210248869807344974e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.174961011132139105e-03,1.007315060794933825e-01,3.874747148056342794e-01,2.126170149368203713e-03,1.000000000000000000e+00,1.000000000000000000e+00
2.595872612987005015e-02,1.077250982781839950e-01,2.982605772299196101e-01,-1.936516175954935276e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.667301962203316223e-02,1.401882795660482350e-01,1.470489680487682138e-01,-1.918165034920319562e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.850143242056225878e-02,1.010823488758832989e-01,4.061746046378233443e-01,-3.608859092586827466e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.093062910197131837e-02,-1.058284238138166161e-01,2.656500344774480604e-01,-4.291923822067041094e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.890701882756043839e-02,1.403550701436264148e-01,3.428859099518362097e-01,-3.366312850178284494e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.963461516062011206e-02,6.660999993112656781e-02,1.746936130378620722e-01,-9.283275361242158269e-03,0.000000000000000000e+00,1.000000000000000000e+00
4.960621612249457163e-02,2.007742049191587608e-01,3.954389823973601392e-01,-3.815464513533074753e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.247177126666594971e-02,-1.290695299094602455e-01,1.271092026001555686e-01,1.490997401668442413e-04,1.000000000000000000e+00,0.000000000000000000e+00
4.673456765521272899e-02,-4.259072457954329871e-02,3.706399825106325152e-01,-6.747282753326956650e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.613489974796953857e-02,-1.297824441823679509e-01,3.981343057483188175e-01,-4.070269007982236370e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.905921988564924910e-02,1.052967681247186649e-01,2.491443475610976566e-01,-1.787235213866746053e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.678849444295829108e-02,1.996532593343912643e-01,3.724976051961634838e-01,-5.317614440509405016e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.222940835593335565e-03,-1.705421416483383634e-01,1.217986583271782330e-01,2.605283869950319672e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.081429334923794366e-02,5.895364585974116611e-03,3.974348747968521889e-01,-4.895194395322986780e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.929571211869580666e-02,1.224402572126838673e-01,1.590815919099483611e-01,-1.001328117000053163e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.703623815559080018e-02,-8.650536402876261854e-02,2.729409689500994496e-01,-5.478692642407360924e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.894293440910177331e-02,-9.003596117143541910e-02,1.792339250536167383e-01,-1.264374864278654427e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.171027716939984337e-02,-1.044276343437493121e-01,4.186647234807744922e-01,-4.219876687587019448e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.355133291887225228e-02,-1.122288898189683776e-01,1.224792021993780233e-01,-3.842038244518666476e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.747250389956637506e-02,-1.346731466721664272e-01,2.177325874623644020e-01,-5.789780997907077731e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.683376453681859453e-02,1.253278017106757569e-01,2.765603096624483226e-01,-2.503997142371457152e-02,0.000000000000000000e+00,1.000000000000000000e+00
8.869287030164891422e-03,-6.577423948165615764e-02,1.738384818809002863e-01,-1.841042991369038276e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.186111071617731688e-02,-1.446605698846264998e-02,1.656971363677703646e-01,-2.090791242387480056e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.855796555659527641e-02,1.052660242056781548e-01,1.630212307780246617e-01,-1.406213215326095924e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.591335090258110568e-02,4.576595155143001192e-02,2.065011176192412257e-01,-3.583011077870174727e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.864066762388356446e-02,1.259504746762915017e-01,4.241878867333120362e-01,-3.273257502484228781e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.165411729973113972e-02,-1.783769171766563244e-01,3.252276824694557700e-01,3.648251040194477879e-03,1.000000000000000000e+00,0.000000000000000000e+00
5.323951832460835018e-03,-6.387540495219079517e-02,1.738606587285786431e-01,3.775642672829040807e-04,1.000000000000000000e+00,0.000000000000000000e+00
4.660634335802764372e-02,-1.067575089504633340e-01,3.108157657678310981e-01,-4.654677948454706560e-02,0.000000000000000000e+00,1.000000000000000000e+00
9.266678360921702662e-03,-1.734795315003007932e-01,3.233131841189123001e-01,1.811099070126218069e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.194934207124025538e-02,3.956563801420798221e-02,1.968676769130598414e-01,-2.359373129839168956e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.173986032303509494e-02,-1.798942763537183520e-01,3.891751120371988448e-01,-1.480499642732953369e-03,0.000000000000000000e+00,1.000000000000000000e+00
5.124521891969985310e-02,2.117866388114186260e-01,2.541038857938435758e-01,-7.232856644369400900e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.727617242375462187e-02,2.526094362628175660e-02,2.930218078348267308e-01,-6.649455508498113010e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.253810183039106976e-02,-1.257763071226018214e-01,2.521513147055369219e-01,-6.912368596602446597e-03,0.000000000000000000e+00,1.000000000000000000e+00
5.437725589094415807e-02,9.107751368178373941e-02,4.139942583878882809e-01,-8.175237340450391965e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.356409778356882354e-02,1.065946755191732320e-01,1.799680921881531281e-01,-5.600718039938046983e-03,0.000000000000000000e+00,1.000000000000000000e+00
4.966616607824670543e-02,1.222676991161009141e-02,3.363724865400151698e-01,-6.667583322012533842e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.893639789325126416e-02,8.697802614968180857e-02,2.395903307209060751e-01,-3.933357398924094972e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.104068473560934516e-02,-2.533488718790133376e-02,2.266794942224762965e-01,-3.657047012482442933e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.757869001265829553e-02,5.444052024371495713e-02,3.746547921645326795e-01,-2.337999156846262000e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.257209556082476351e-02,1.388801222537092706e-01,2.809665303004854620e-01,5.158336083880952008e-03,1.000000000000000000e+00,0.000000000000000000e+00
2.834041264098562107e-02,-1.370395071212029969e-02,1.514447748049022602e-01,-1.698023137604806609e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.333463141606187896e-02,-4.006005796143671804e-02,2.451526584146608567e-01,-1.147127311863522375e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.303001218334283534e-02,2.997554424979259613e-02,4.111190945750380354e-01,-8.630806912340528714e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.485197166182908313e-02,1.701180706950233268e-01,3.533631921226206840e-01,7.947597514042441247e-03,1.000000000000000000e+00,0.000000000000000000e+00
6.666206388677995212e-03,-2.731471259072323909e-02,1.395899355232936012e-01,-2.976047756008301862e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.575873224235159853e-02,-3.896334468144257990e-02,2.513167306533087286e-01,-3.442892848905455133e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.858434393436107279e-02,-1.396097285860082027e-01,2.032173521052897391e-01,-3.744462428172154467e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.222285818576447719e-02,-1.587528239261636609e-01,1.946338028395526720e-01,-1.545487483085248789e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.384572565409469130e-02,7.534830489821220390e-02,1.406606165202431424e-01,-2.112826175666475230e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.481945346654940848e-02,1.431151906685345643e-01,1.721130927028826085e-01,3.394946218798603615e-03,1.000000000000000000e+00,0.000000000000000000e+00
4.022804652579192036e-02,6.447429659297759796e-02,2.334133850473010252e-01,-3.340212313254239951e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.620936422864680065e-02,1.032138777759996628e-01,3.559246612506159479e-01,-6.937209112321540694e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.939905621497382132e-02,-7.908289797307899160e-03,1.573140483899586606e-01,-1.214443522496947564e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.284541274700158497e-02,1.242568590784928761e-01,4.233871569768087872e-01,-5.712102294175126077e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.319789587954494151e-02,4.695301780511265677e-02,2.920152306891019012e-01,-1.321136055849702826e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.570852353815919172e-02,-1.518418475848690719e-01,3.708548964574193141e-01,-4.474897237787556215e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.112497056615827984e-02,-1.147161880935695238e-01,2.291110563766966812e-01,-6.200053478637369830e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.840598075137240414e-02,-1.438692070280787050e-01,3.727972799469015386e-01,-6.748449504578465930e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.764017908147043692e-02,-1.592261429831837161e-01,4.173177945963721380e-01,-4.093277912955935877e-03,0.000000000000000000e+00,1.000000000000000000e+00
2.538581408421608510e-02,-3.500805968774881038e-02,1.536520119607477364e-01,-1.437676139410416949e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.307052981146311132e-02,-5.581454512162907500e-02,2.423032993517126032e-01,-1.924499851730385527e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.869529194999830196e-02,-1.704008201890130914e-01,3.423845428314266082e-01,-2.395823985502663206e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.495934701053998034e-02,-3.829405391158988148e-02,4.257490377216788247e-01,-5.806919883147883266e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.623037076899997461e-02,-3.704637594552734337e-02,2.813143671041809513e-01,-5.064863600479407174e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.122248569843221064e-02,9.382612876923318579e-02,3.356597379751130594e-01,-1.969079351504463352e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.783045506062666624e-02,-1.594404532516500717e-01,2.545581820266763495e-01,-3.346360389094250876e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.489155172300581476e-02,-6.686775078846435294e-02,3.219166479917048296e-01,-4.045738940008872242e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.236832816252345674e-02,1.846373567808932137e-01,3.077083489887535439e-01,-1.805739971418036244e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.285425866709770271e-02,-4.961505631596532795e-02,4.284119991919074777e-01,-7.097546070459739842e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.337637860121342406e-02,1.855181779107429318e-01,3.251585388675117261e-01,1.701921945008523854e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.297634483532351252e-02,-3.959835930125529813e-02,1.752860170845000898e-01,-7.530257150644214387e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.041241021273789411e-02,4.728935922051574758e-02,2.866450248881282636e-01,-3.263398083386589987e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.370634433779069739e-02,-3.200262720906579816e-02,4.311485375345000537e-01,-5.710559611920850570e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.996246142386536720e-02,1.464829383658303175e-01,3.529007998112118627e-01,-6.721823178442561109e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.490665208192310312e-02,9.972204456165634223e-02,2.077941314535236839e-01,-2.445573117415314815e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.271565979557267828e-02,1.607722431765118420e-01,3.873493741895356335e-01,-2.484184721604385665e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.128010916247822765e-02,-1.775211818412061882e-01,3.425750666354345775e-01,-2.505237458591737243e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.758149493822470238e-02,-1.020015972606646282e-01,2.542499128456554014e-01,-7.476048379233024219e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.701300269750537220e-02,-5.404204749152180520e-03,1.510923909729527115e-01,-1.025293559181076480e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.751944824296584269e-02,8.625614398942788030e-02,1.323491436411231015e-01,-2.301047649474081275e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.486911137903315527e-02,6.781040603182283966e-02,4.449695133826887528e-01,-7.526329545876750404e-02,0.000000000000000000e+00,1.000000000000000000e+00
6.888526654225641394e-03,1.719328195843507490e-01,3.265123790679054783e-01,2.056413754564933097e-02,1.000000000000000000e+00,0.000000000000000000e+00
5.898893688053978568e-02,1.352967233805823510e-01,1.912546483686224930e-01,-2.682243016538419719e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.467289146053875767e-03,-6.259095678305640065e-02,2.084357919246653812e-01,-6.406871003370338477e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.957290349082100450e-02,7.456631795269602625e-02,2.122116545228416029e-01,-1.105425716138955239e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.545282833440313974e-02,1.313860793788818038e-01,3.562132950703924550e-01,-6.174983695332842554e-02,0.000000000000000000e+00,1.000000000000000000e+00
9.421324401439166649e-03,1.912422143931346574e-01,2.275076666276527326e-01,2.799989044153531129e-02,1.000000000000000000e+00,0.000000000000000000e+00
5.200936373211803576e-02,1.993567667437879387e-01,3.694909177893295760e-01,-3.712482970954038980e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.295725685542498118e-02,-1.223252449282236365e-01,4.179020406278182720e-01,-6.695990776533647035e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.485825927510420197e-02,4.653594371864078205e-02,2.982764543002065505e-01,-1.556188151682045065e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.815704103145733439e-02,1.112275178294166444e-01,1.308878599686782163e-01,-1.284112744963191929e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.424832311366518944e-02,-3.637810272673522305e-02,3.944049132126090651e-01,-8.425985432030187738e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.034038793397636144e-02,1.256758788439714114e-01,3.018624599107588291e-01,-2.084007002238266390e-02,0.000000000000000000e+00,1.000000000000000000e+00
7.116602521122117331e-03,2.098645708487168471e-01,1.693771567497334152e-01,3.922157849453349748e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.234178931168959159e-02,9.440925091476504161e-02,2.124213652521616813e-01,-1.007038689277396301e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.841128733082701432e-03,1.934462659131883089e-01,2.031866416990910085e-01,3.267410047172739779e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.420455268221058387e-02,1.479176109677706186e-01,3.489320981477071482e-01,-1.190336177410907664e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.126205103878325536e-02,-1.182634684635274075e-01,3.232550745254423319e-01,-3.936642156143420335e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.958688727063439411e-02,-3.573565953279628227e-02,4.176085953992128563e-01,-3.144157256308547504e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.086103611425195153e-02,-1.232287327665676502e-02,2.630522923532218060e-01,-4.284250366533449289e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.601141081429381746e-02,-1.031070825151782638e-01,1.925932372730846109e-01,-3.251860526703824472e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.063763172214388139e-02,8.950385682386619024e-02,1.786974770930878087e-01,-1.388852958506992842e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.639102583660431364e-02,2.043175930228541270e-01,2.607167885494079407e-01,2.465201635005324909e-02,1.000000000000000000e+00,0.000000000000000000e+00
5.574928345518777306e-02,-1.348679844288838137e-01,2.970542496216860839e-01,-4.805287303100028162e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.702211360184291505e-02,1.791299365347520101e-01,2.365890592814638982e-01,-2.187569869825884555e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.241981096554420003e-02,-3.246849103600032982e-02,3.613042107075939979e-01,-1.689511708201903856e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.448011935724450527e-02,-1.598956696793552013e-03,1.868069048560860035e-01,-4.070649323074971432e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.106820417611259336e-02,1.527326512762722244e-02,2.581908356467292887e-01,-2.152519633956689535e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.204964937711352352e-02,1.811991577072666337e-01,3.399216125197727645e-01,1.644938976755766849e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.149421796282869279e-02,1.086530241391812646e-01,1.251484117913000682e-01,6.051547163265332679e-03,1.000000000000000000e+00,0.000000000000000000e+00
4.676975423968492140e-02,-1.485657008992583572e-01,4.343689869471893394e-01,-5.918955559175591991e-02,0.000000000000000000e+00,1.000000000000000000e+00
9.864338293036211888e-03,-1.776714416013741582e-02,3.206860390627835344e-01,-1.233775088906938384e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.697334589834856883e-02,1.581337696615425226e-01,1.707537139941213977e-01,-7.077203976124400719e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.817902046924035897e-02,8.803903465974521891e-02,1.434909282493118943e-01,-2.683226463358341640e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.803310844576063082e-02,-2.500705074757264557e-02,2.163767885690991433e-01,-2.363750332932022802e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.286597381405375079e-02,1.780213328336250345e-01,2.888409897595042297e-01,1.682671250117570919e-02,1.000000000000000000e+00,0.000000000000000000e+00
4.089683884173423573e-02,7.478947376676725600e-02,4.401790275962446652e-01,-6.641425762614966422e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.017822597698836123e-02,-1.236836920669312223e-01,4.232855175602934228e-01,-3.579836832357657234e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.666065832357489632e-02,-4.214693989610659997e-02,1.274285447741793365e-01,-1.181295102897302052e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.925702256350181912e-02,5.122738980185329027e-02,3.887948720811978953e-01,-7.397926568079846166e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.024583107275803998e-02,2.590392404592259390e-02,3.288857627120956306e-01,-3.911867960392399063e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.303625855234764069e-02,7.880657419010095310e-02,4.392342020638218547e-01,-6.940151060463109478e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.800939924012816162e-02,-3.046461799495148171e-02,1.631092472945372129e-01,-3.039501494290260467e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.881846920328588940e-02,-8.326137402889427497e-03,2.179120355280253774e-01,-3.376672199662818230e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.787649921237377620e-02,2.041524357366039100e-01,1.771440770888957350e-01,6.683008647395752289e-04,1.000000000000000000e+00,0.000000000000000000e+00
3.529829260819134645e-02,4.094138385392054325e-02,3.114872006466347099e-01,-4.230366849665121581e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.704568899990551584e-02,1.960832720920686612e-01,1.356916215680150362e-01,2.919682086976720797e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.480339136135254113e-02,1.380659498083615100e-01,4.472478245276663156e-01,-4.320075779371460034e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.845063394582645289e-02,-2.614581230076082341e-02,1.464583496272313934e-01,-1.012539408826104367e-02,0.000000000000000000e+00,1.000000000000000000e+00
9.582985946579757747e-03,3.205334658473707465e-02,1.955125426222676377e-01,-6.466958766035790437e-03,0.000000000000000000e+00,1.000000000000000000e+00
4.659991504588988087e-02,1.505860739201143050e-01,2.039796203277857434e-01,-1.534556625479662276e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.954736516756128140e-02,2.023877488782974132e-01,3.542890428463273400e-01,1.325913171449307273e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.225022403730937681e-02,6.132221579774888021e-02,2.631002556248047686e-01,-1.965574437735540664e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.935885719642614716e-02,2.051635862392874321e-01,2.331794998099188110e-01,-1.327297740283866351e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.703068073773519375e-02,-1.662269376243000196e-01,1.888646606522448312e-01,7.210833413026817434e-03,1.000000000000000000e+00,0.000000000000000000e+00
